M3      				1.998824e+00
p3      				2.646916e+04
T3      				2.232666e+02
rho3    				4.130041e-01
muFirst2_3				NaN
muLast2_3				NaN
epsilon2_3				3.068617e+01
delta23  				2.883911e+00
