M1      				1.931298e+00
p1      				2.940771e+04
T1      				2.300538e+02
rho1    				4.453175e-01
muFirst0_1				NaN
muLast0_1				NaN
epsilon0_1				3.156946e+01
delta01  				1.909153e+00
