M6      				1.988138e+00
p6      				2.646922e+04
T6      				2.243291e+02
rho6    				4.110490e-01
muFirst5_6				NaN
muLast5_6				NaN
epsilon5_6				3.152595e+01
delta56  				5.252393e+00
