M4      				1.650603e+00
p4      				4.449309e+04
T4      				2.599977e+02
rho4    				5.961576e-01
muFirst0_4				NaN
muLast0_4				NaN
epsilon0_4				3.901873e+01
delta04  				-9.727582e+00
