1	0
0.998	0
0.996	0.0001
0.994	0.0001
0.992	0.0002
0.99	0.0003
0.988	0.0003
0.986	0.0004
0.984	0.0005
0.982	0.0006
0.98	0.0008
0.978	0.0009
0.976	0.001
0.9739	0.0011
0.9719	0.0013
0.9699	0.0014
0.9679	0.0016
0.9659	0.0017
0.9639	0.0019
0.9619	0.002
0.9599	0.0022
0.9579	0.0023
0.9559	0.0025
0.9539	0.0027
0.9519	0.0028
0.9499	0.003
0.9479	0.0032
0.9459	0.0034
0.9439	0.0035
0.9419	0.0037
0.9399	0.0039
0.9379	0.0041
0.9359	0.0043
0.9339	0.0044
0.9319	0.0046
0.9299	0.0048
0.9279	0.005
0.9259	0.0052
0.9238	0.0054
0.9218	0.0056
0.9198	0.0058
0.9178	0.006
0.9158	0.0062
0.9138	0.0064
0.9118	0.0066
0.9098	0.0068
0.9078	0.007
0.9058	0.0072
0.9038	0.0074
0.9018	0.0076
0.8998	0.0078
0.8978	0.008
0.8958	0.0082
0.8938	0.0084
0.8918	0.0086
0.8898	0.0088
0.8878	0.009
0.8858	0.0092
0.8838	0.0094
0.8818	0.0097
0.8798	0.0099
0.8778	0.0101
0.8758	0.0103
0.8737	0.0105
0.8717	0.0107
0.8697	0.011
0.8677	0.0112
0.8657	0.0114
0.8637	0.0116
0.8617	0.0118
0.8597	0.0121
0.8577	0.0123
0.8557	0.0125
0.8537	0.0127
0.8517	0.0129
0.8497	0.0132
0.8477	0.0134
0.8457	0.0136
0.8437	0.0138
0.8417	0.0141
0.8397	0.0143
0.8377	0.0145
0.8357	0.0147
0.8337	0.015
0.8317	0.0152
0.8297	0.0154
0.8277	0.0156
0.8257	0.0159
0.8236	0.0161
0.8216	0.0163
0.8196	0.0166
0.8176	0.0168
0.8156	0.017
0.8136	0.0172
0.8116	0.0175
0.8096	0.0177
0.8076	0.0179
0.8056	0.0182
0.8036	0.0184
0.8016	0.0186
0.7996	0.0189
0.7976	0.0191
0.7956	0.0193
0.7936	0.0195
0.7916	0.0198
0.7896	0.02
0.7876	0.0202
0.7856	0.0205
0.7836	0.0207
0.7816	0.0209
0.7796	0.0212
0.7776	0.0214
0.7756	0.0216
0.7735	0.0219
0.7715	0.0221
0.7695	0.0223
0.7675	0.0226
0.7655	0.0228
0.7635	0.023
0.7615	0.0233
0.7595	0.0235
0.7575	0.0237
0.7555	0.024
0.7535	0.0242
0.7515	0.0244
0.7495	0.0247
0.7475	0.0249
0.7455	0.0251
0.7435	0.0254
0.7415	0.0256
0.7395	0.0258
0.7375	0.0261
0.7355	0.0263
0.7335	0.0265
0.7315	0.0268
0.7295	0.027
0.7275	0.0272
0.7255	0.0275
0.7234	0.0277
0.7214	0.0279
0.7194	0.0282
0.7174	0.0284
0.7154	0.0286
0.7134	0.0289
0.7114	0.0291
0.7094	0.0293
0.7074	0.0296
0.7054	0.0298
0.7034	0.03
0.7014	0.0303
0.6994	0.0305
0.6974	0.0307
0.6954	0.031
0.6934	0.0312
0.6914	0.0314
0.6894	0.0317
0.6874	0.0319
0.6854	0.0321
0.6834	0.0324
0.6814	0.0326
0.6794	0.0328
0.6774	0.0331
0.6754	0.0333
0.6733	0.0335
0.6713	0.0338
0.6693	0.034
0.6673	0.0342
0.6653	0.0345
0.6633	0.0347
0.6613	0.0349
0.6593	0.0352
0.6573	0.0354
0.6553	0.0356
0.6533	0.0359
0.6513	0.0361
0.6493	0.0363
0.6473	0.0366
0.6453	0.0368
0.6433	0.037
0.6413	0.0372
0.6393	0.0375
0.6373	0.0377
0.6353	0.0379
0.6333	0.0382
0.6313	0.0384
0.6293	0.0386
0.6273	0.0388
0.6253	0.0391
0.6232	0.0393
0.6212	0.0395
0.6192	0.0398
0.6172	0.04
0.6152	0.0402
0.6132	0.0404
0.6112	0.0407
0.6092	0.0409
0.6072	0.0411
0.6052	0.0413
0.6032	0.0415
0.6012	0.0418
0.5992	0.042
0.5972	0.0422
0.5952	0.0424
0.5932	0.0427
0.5912	0.0429
0.5892	0.0431
0.5872	0.0433
0.5852	0.0435
0.5832	0.0438
0.5812	0.044
0.5792	0.0442
0.5772	0.0444
0.5752	0.0446
0.5731	0.0448
0.5711	0.0451
0.5691	0.0453
0.5671	0.0455
0.5651	0.0457
0.5631	0.0459
0.5611	0.0461
0.5591	0.0463
0.5571	0.0465
0.5551	0.0468
0.5531	0.047
0.5511	0.0472
0.5491	0.0474
0.5471	0.0476
0.5451	0.0478
0.5431	0.048
0.5411	0.0482
0.5391	0.0484
0.5371	0.0486
0.5351	0.0488
0.5331	0.049
0.5311	0.0492
0.5291	0.0494
0.5271	0.0496
0.5251	0.0499
0.523	0.0501
0.521	0.0503
0.519	0.0505
0.517	0.0507
0.515	0.0508
0.513	0.051
0.511	0.0512
0.509	0.0514
0.507	0.0516
0.505	0.0518
0.503	0.052
0.501	0.0522
0.499	0.0524
0.497	0.0526
0.495	0.0528
0.493	0.053
0.491	0.0532
0.489	0.0533
0.487	0.0535
0.485	0.0537
0.483	0.0539
0.481	0.0541
0.479	0.0543
0.477	0.0545
0.4749	0.0546
0.4729	0.0548
0.4709	0.055
0.4689	0.0552
0.4669	0.0553
0.4649	0.0555
