   1.0000000e+00  -4.7000000e-04
   9.9655000e-01  -4.6700000e-04
   9.8638000e-01  -4.5900000e-04
   9.6991000e-01  -4.4700000e-04
   9.4761000e-01  -4.3000000e-04
   9.1998000e-01  -4.1000000e-04
   8.8752000e-01  -3.8700000e-04
   8.5073000e-01  -3.6200000e-04
   8.1018000e-01  -3.3600000e-04
   7.6640000e-01  -3.0800000e-04
   7.1996000e-01  -2.8100000e-04
   6.7144000e-01  -2.5300000e-04
   6.2141000e-01  -2.2700000e-04
   5.7048000e-01  -2.0100000e-04
   5.1920000e-01  -1.7700000e-04
   4.6812000e-01  -1.5400000e-04
   4.1776000e-01  -1.3300000e-04
   3.6860000e-01  -1.1400000e-04
   3.2105000e-01  -9.6000000e-05
   2.7556000e-01  -8.0000000e-05
   2.3256000e-01  -6.6000000e-05
   1.9244000e-01  -5.3000000e-05
   1.5550000e-01  -4.2000000e-05
   1.2200000e-01  -3.2000000e-05
   9.2200000e-02  -2.4000000e-05
   6.6300000e-02  -1.7000000e-05
   4.4480000e-02  -1.1000000e-05
   2.6870000e-02  -7.0000000e-06
   1.3570000e-02  -3.0000000e-06
   4.7200000e-03  -1.0000000e-06
   4.2000000e-04   0.0000000e+00
   3.0000000e-05   0.0000000e+00
   0.0000000e+00   0.0000000e+00
