202.8		-0.3962
127		-0.2901
104.8		-0.1943
89.3		-0.0914
59.9		-0.0062
63.1		0.1559
65.8		0.2974
69.1		0.3986
73.9		0.5003
80.1		0.6021
87.5		0.7039
96.6		0.8048
108		0.9046
122.7		1.0022
142.5		1.0954
170.9		1.1798
211.3		1.248
268		1.2744
350.8		1.2775
501.4		1.2542
682		1.2222
886.8		1.1876
1113.4		1.1533
1374.5		1.113
1704.8		1.0596
