#    s         Cf      
   0.00000   0.003156  
   0.00436   0.003374  
   0.01215   0.003284  
   0.02140   0.003265  
   0.03175   0.003275  
   0.04275   0.003317  
   0.05413   0.003384  
   0.06571   0.003453  
   0.07741   0.003526  
   0.08916   0.003597  
   0.10095   0.003667  
   0.11276   0.003739  
   0.12460   0.003817  
   0.13646   0.003899  
   0.14835   0.003982  
   0.16026   0.004060  
   0.17218   0.004140  
   0.18412   0.004214  
   0.19607   0.004288  
   0.20803   0.004356  
   0.22000   0.004420  
   0.23198   0.004472  
   0.24397   0.004509  
   0.25596   0.004528  
   0.26795   0.004522  
   0.27993   0.004483  
   0.29192   0.004405  
   0.30391   0.004265  
   0.31590   0.004045  
   0.32788   0.003713  
   0.33984   0.003241  
   0.35180   0.002611  
   0.36374   0.001849  
   0.37566   0.001158  
   0.38758   0.000578  
   0.39949   0.000153  
   0.41140   0.000021  
   0.42331  -0.000026  
   0.43521  -0.000049  
   0.44710  -0.000057  
   0.45898  -0.000056  
   0.47084  -0.000046  
   0.48269  -0.000028  
   0.49453  -0.000003  
   0.50635   0.000028  
   0.51817   0.000070  
   0.52996   0.000115  
   0.54175   0.000169  
   0.55353   0.000227  
   0.56529   0.000292  
   0.57704   0.000360  
   0.58878   0.000438  
   0.60050   0.000523  
   0.61220   0.000611  
   0.62388   0.000706  
   0.63554   0.000799  
   0.64718   0.000892  
   0.65881   0.000993  
   0.67042   0.001073  
   0.68202   0.001178  
   0.69359   0.001285  
   0.70515   0.001382  
   0.71667   0.001509  
   0.72817   0.001632  
   0.73964   0.001741  
   0.75108   0.001882  
   0.76249   0.002041  
   0.77385   0.002187  
   0.78517   0.002383  
   0.79643   0.002575  
   0.80763   0.002800  
   0.81878   0.003015  
   0.82987   0.003300  
   0.84089   0.003451  
   0.85185   0.003805  
   0.86273   0.004059  
   0.87352   0.004407  
   0.88421   0.004738  
   0.89479   0.005142  
   0.90524   0.005450  
   0.91555   0.005873  
   0.92566   0.006487  
   0.93552   0.006997  
   0.94510   0.007707  
   0.95431   0.008369  
   0.96307   0.009163  
   0.97123   0.009955  
   0.97864   0.010746  
   0.98520   0.011574  
   0.99084   0.012303  
   0.99564   0.012808  
   0.99969   0.013050  
   1.00312   0.014201  
   1.00607   0.013323  
   1.00862   0.013816  
   1.01086   0.012397  
   1.01285   0.011405  
   1.01465   0.009464  
   1.01626   0.006563  
   1.01771   0.001712  
   1.01903   0.005418  
   1.02031   0.014350  
   1.02158   0.024809  
   1.02288   0.035083  
   1.02422   0.038493  
   1.02567   0.031805  
   1.02724   0.027056  
   1.02897   0.020134  
   1.03090   0.011903  
   1.03310   0.010468  
   1.03564   0.010836  
   1.03863   0.009559  
   1.04220   0.008368  
   1.04653   0.007027  
   1.05188   0.006138  
   1.05845   0.005303  
   1.06636   0.004534  
   1.07544   0.004088  
   1.08545   0.003474  
   1.09604   0.003157  
   1.10701   0.002928  
   1.11816   0.002711  
   1.12949   0.002440  
   1.14077   0.002394  
   1.15198   0.002195  
   1.16321   0.002054  
   1.17466   0.001981  
   1.18629   0.001881  
   1.19802   0.001844  
   1.20980   0.001769  
   1.22157   0.001803  
   1.23336   0.001646  
   1.24520   0.001659  
   1.25703   0.001636  
   1.26889   0.001581  
   1.28080   0.001533  
   1.29270   0.001524  
   1.30459   0.001506  
   1.31649   0.001460  
   1.32840   0.001437  
   1.34029   0.001427  
   1.35215   0.001372  
   1.36399   0.001364  
   1.37579   0.001416  
   1.38761   0.001329  
   1.39950   0.001307  
   1.41141   0.001299  
   1.42335   0.001275  
   1.43529   0.001272  
   1.44721   0.001269  
   1.45912   0.001241  
   1.47104   0.001222  
   1.48294   0.001237  
   1.49483   0.001207  
   1.50674   0.001178  
   1.51868   0.001145  
   1.53063   0.001129  
   1.54254   0.001137  
   1.55442   0.001130  
   1.56630   0.001094  
   1.57823   0.001048  
   1.59017   0.001034  
   1.60210   0.001027  
   1.61401   0.001015  
   1.62590   0.000989  
   1.63783   0.000950  
   1.64977   0.000931  
   1.66168   0.000927  
   1.67353   0.000909  
   1.68540   0.000854  
   1.69727   0.000844  
   1.70915   0.000810  
   1.72106   0.000779  
   1.73297   0.000756  
   1.74487   0.000721  
   1.75679   0.000689  
   1.76870   0.000653  
   1.78059   0.000618  
   1.79247   0.000568  
   1.80437   0.000522  
   1.81624   0.000478  
   1.82815   0.000417  
   1.84006   0.000369  
   1.85196   0.000314  
   1.86383   0.000256  
   1.87572   0.000190  
   1.88761   0.000134  
   1.89950   0.000075  
   1.91139   0.000018  
   1.92329  -0.000029  
   1.93518  -0.000068  
   1.94706  -0.000094  
   1.95885  -0.000112  
   1.97049  -0.000121  
   1.98202  -0.000124  
   1.99334  -0.000123  
   2.00411  -0.000121  
   2.01387  -0.000116  
   2.02199  -0.000098  
   2.02641  -0.000090  
