1409.7	1.4068
1033.3	1.533
709.5	1.6663
478.1	1.7435
343.7	1.7558
248.7	1.745
200.3	1.7135
171.9	1.6717
151	1.5958
134.3	1.509
120	1.4166
106.8	1.3211
95.2	1.2235
84.1	1.1252
73.4	1.0269
63.7	0.9287
54.5	0.799
47.9	0.6725
43.2	0.5499
43.2	0.4446
45.5	0.3357
49.7	0.2261
53.2	0.1152
55.3	0.0028
57.4	-0.1099
59.1	-0.223
61.9	-0.3356
65.3	-0.4478
70.4	-0.5589
75.1	-0.6698
81.3	-0.7796
89.5	-0.8876
103.6	-0.991
113.5	-1.0941
126.2	-1.198
142.6	-1.2982
162.7	-1.3939
188.2	-1.4828
273.1	-1.6121
335.8	-1.6026
