1742.7		1.1896
1409.7		1.2591
1047.1		1.3615
719.7		1.4692
486.1		1.5391
334.8		1.5604
248		1.5544
206.9		1.5316
180.1		1.466
153.7		1.3897
134.6		1.3011
116.7		1.2086
100.7		1.1135
86.4		1.0167
74.2		0.9182
65		0.8179
57.8		0.7171
52.4		0.5998
47.7		0.4631
43		0.3243
43		0.2159
54		0.1144
62.3		0.0063
67		-0.1045
70.7		-0.2163
77.2		-0.3268
83.3		-0.4372
96.1		-0.5442
109.6		-0.6488
123.7		-0.7466
164.3		-0.8461
197.4		-0.9406
255.1		-1.0187
