   2.7477487e+01   7.9172114e-02
   2.7567577e+01   1.9702643e-01
   2.7657668e+01   3.1449046e-01
   2.7747758e+01   4.3156677e-01
   2.7837848e+01   5.4825791e-01
   2.7927938e+01   6.6456641e-01
   2.8018028e+01   7.8049473e-01
   2.8108118e+01   8.9604536e-01
   2.8198208e+01   1.0112207e+00
   2.8288298e+01   1.1260232e+00
   2.8378389e+01   1.2404551e+00
   2.8468479e+01   1.3545189e+00
   2.8558569e+01   1.4682168e+00
   2.8648659e+01   1.5815511e+00
   2.8738749e+01   1.6945242e+00
   2.8828839e+01   1.8071381e+00
   2.8918929e+01   1.9193951e+00
   2.9009019e+01   2.0312975e+00
   2.9099110e+01   2.1428472e+00
   2.9189200e+01   2.2540466e+00
   2.9279290e+01   2.3648976e+00
   2.9369380e+01   2.4754023e+00
   2.9459470e+01   2.5855628e+00
   2.9549560e+01   2.6953811e+00
   2.9639650e+01   2.8048592e+00
   2.9729740e+01   2.9139991e+00
   2.9819830e+01   3.0228027e+00
   2.9909921e+01   3.1312719e+00
   3.0000011e+01   3.2394087e+00
   3.0090101e+01   3.3472149e+00
   3.0180191e+01   3.4546924e+00
   3.0270281e+01   3.5618429e+00
   3.0360371e+01   3.6686685e+00
   3.0450461e+01   3.7751707e+00
   3.0540551e+01   3.8813514e+00
   3.0630642e+01   3.9872123e+00
   3.0720732e+01   4.0927552e+00
   3.0810822e+01   4.1979817e+00
   3.0900912e+01   4.3028935e+00
   3.0991002e+01   4.4074923e+00
   3.1081092e+01   4.5117797e+00
   3.1171182e+01   4.6157573e+00
   3.1261272e+01   4.7194268e+00
   3.1351363e+01   4.8227897e+00
   3.1441453e+01   4.9258476e+00
   3.1531543e+01   5.0286019e+00
   3.1621633e+01   5.1310543e+00
   3.1711723e+01   5.2332062e+00
   3.1801813e+01   5.3350591e+00
   3.1891903e+01   5.4366145e+00
   3.1981993e+01   5.5378738e+00
   3.2072084e+01   5.6388384e+00
   3.2162174e+01   5.7395097e+00
   3.2252264e+01   5.8398892e+00
   3.2342354e+01   5.9399782e+00
   3.2432444e+01   6.0397780e+00
   3.2522534e+01   6.1392900e+00
   3.2612624e+01   6.2385155e+00
   3.2702714e+01   6.3374558e+00
   3.2792805e+01   6.4361122e+00
   3.2882895e+01   6.5344859e+00
   3.2972985e+01   6.6325783e+00
   3.3063075e+01   6.7303904e+00
   3.3153165e+01   6.8279237e+00
   3.3243255e+01   6.9251791e+00
   3.3333345e+01   7.0221580e+00
   3.3423435e+01   7.1188615e+00
   3.3513525e+01   7.2152908e+00
   3.3603616e+01   7.3114470e+00
   3.3693706e+01   7.4073312e+00
   3.3783796e+01   7.5029445e+00
   3.3873886e+01   7.5982880e+00
   3.3963976e+01   7.6933628e+00
   3.4054066e+01   7.7881700e+00
   3.4144156e+01   7.8827106e+00
   3.4234246e+01   7.9769856e+00
   3.4324337e+01   8.0709960e+00
   3.4414427e+01   8.1647429e+00
   3.4504517e+01   8.2582273e+00
   3.4594607e+01   8.3514500e+00
   3.4684697e+01   8.4444122e+00
   3.4774787e+01   8.5371146e+00
   3.4864877e+01   8.6295583e+00
   3.4954967e+01   8.7217443e+00
   3.5045058e+01   8.8136732e+00
   3.5135148e+01   8.9053462e+00
   3.5225238e+01   8.9967640e+00
   3.5315328e+01   9.0879276e+00
   3.5405418e+01   9.1788377e+00
   3.5495508e+01   9.2694953e+00
   3.5585598e+01   9.3599010e+00
   3.5675688e+01   9.4500559e+00
   3.5765779e+01   9.5399606e+00
   3.5855869e+01   9.6296160e+00
   3.5945959e+01   9.7190228e+00
   3.6036049e+01   9.8081817e+00
   3.6126139e+01   9.8970937e+00
   3.6216229e+01   9.9857593e+00
   3.6306319e+01   1.0074179e+01
   3.6396409e+01   1.0162355e+01
   3.6486500e+01   1.0250286e+01
   3.6576590e+01   1.0337973e+01
   3.6666680e+01   1.0425418e+01
   3.6756770e+01   1.0512620e+01
   3.6846860e+01   1.0599582e+01
   3.6936950e+01   1.0686302e+01
   3.7027040e+01   1.0772782e+01
   3.7117130e+01   1.0859023e+01
   3.7207221e+01   1.0945025e+01
   3.7297311e+01   1.1030788e+01
   3.7387401e+01   1.1116314e+01
   3.7477491e+01   1.1201602e+01
   3.7567581e+01   1.1286654e+01
   3.7657671e+01   1.1371470e+01
   3.7747761e+01   1.1456050e+01
   3.7837851e+01   1.1540395e+01
   3.7927941e+01   1.1624506e+01
   3.8018032e+01   1.1708383e+01
   3.8108122e+01   1.1792027e+01
   3.8198212e+01   1.1875438e+01
   3.8288302e+01   1.1958616e+01
   3.8378392e+01   1.2041562e+01
   3.8468482e+01   1.2124277e+01
   3.8558572e+01   1.2206761e+01
   3.8648662e+01   1.2289014e+01
   3.8738753e+01   1.2371038e+01
   3.8828843e+01   1.2452831e+01
   3.8918933e+01   1.2534395e+01
   3.9009023e+01   1.2615730e+01
   3.9099113e+01   1.2696837e+01
   3.9189203e+01   1.2777716e+01
   3.9279293e+01   1.2858366e+01
   3.9369383e+01   1.2938790e+01
   3.9459474e+01   1.3018986e+01
   3.9549564e+01   1.3098956e+01
   3.9639654e+01   1.3178700e+01
   3.9729744e+01   1.3258217e+01
   3.9819834e+01   1.3337509e+01
   3.9909924e+01   1.3416575e+01
   4.0000014e+01   1.3495416e+01
   4.0090104e+01   1.3574033e+01
   4.0180195e+01   1.3652425e+01
   4.0270285e+01   1.3730593e+01
   4.0360375e+01   1.3808537e+01
   4.0450465e+01   1.3886257e+01
   4.0540555e+01   1.3963753e+01
   4.0630645e+01   1.4041027e+01
   4.0720735e+01   1.4118077e+01
   4.0810825e+01   1.4194905e+01
   4.0900916e+01   1.4271510e+01
   4.0991006e+01   1.4347893e+01
   4.1081096e+01   1.4424054e+01
   4.1171186e+01   1.4499993e+01
   4.1261276e+01   1.4575710e+01
   4.1351366e+01   1.4651205e+01
   4.1441456e+01   1.4726479e+01
   4.1531546e+01   1.4801531e+01
   4.1621637e+01   1.4876363e+01
   4.1711727e+01   1.4950973e+01
   4.1801817e+01   1.5025363e+01
   4.1891907e+01   1.5099531e+01
   4.1981997e+01   1.5173479e+01
   4.2072087e+01   1.5247207e+01
   4.2162177e+01   1.5320714e+01
   4.2252267e+01   1.5394000e+01
   4.2342357e+01   1.5467067e+01
   4.2432448e+01   1.5539913e+01
   4.2522538e+01   1.5612538e+01
   4.2612628e+01   1.5684944e+01
   4.2702718e+01   1.5757130e+01
   4.2792808e+01   1.5829095e+01
   4.2882898e+01   1.5900841e+01
   4.2972988e+01   1.5972366e+01
   4.3063078e+01   1.6043672e+01
   4.3153169e+01   1.6114757e+01
