   1.00000  0.25045
   0.99406  0.23888
   0.98384  0.20149
   0.97369  0.17313
   0.96331  0.14741
   0.95295  0.12552
   0.94252  0.10461
   0.93212  0.08612
   0.92170  0.06637
   0.91126  0.05192
   0.90082  0.03389
   0.89038  0.01852
   0.87994  0.00277
   0.86951 -0.01466
   0.85907 -0.02852
   0.84864 -0.04511
   0.83820 -0.05963
   0.82777 -0.07476
   0.81733 -0.08971
   0.80690 -0.10486
   0.79647 -0.11921
   0.78603 -0.13416
   0.77560 -0.14905
   0.76517 -0.16334
   0.75474 -0.17755
   0.74430 -0.19219
   0.73387 -0.20534
   0.72344 -0.22237
   0.71301 -0.23558
   0.70258 -0.25142
   0.69214 -0.26751
   0.68171 -0.28351
   0.67128 -0.30026
   0.66085 -0.31610
   0.65042 -0.33381
   0.63998 -0.35040
   0.62955 -0.36838
   0.61912 -0.38615
   0.60868 -0.40269
   0.59825 -0.42212
   0.58781 -0.43967
   0.57737 -0.45776
   0.56693 -0.47728
   0.55649 -0.49687
   0.54605 -0.51736
   0.53560 -0.53721
   0.52516 -0.55946
   0.51471 -0.58002
   0.50426 -0.60216
   0.49381 -0.62485
   0.48336 -0.64840
   0.47291 -0.67155
   0.46245 -0.69563
   0.45200 -0.72049
   0.44154 -0.74502
   0.43107 -0.77137
   0.42061 -0.79753
   0.41014 -0.82405
   0.39967 -0.85248
   0.38920 -0.88178
   0.37873 -0.91097
   0.36825 -0.94053
   0.35778 -0.97206
   0.34730 -1.00333
   0.33682 -1.03560
   0.32633 -1.06858
   0.31585 -1.10370
   0.30536 -1.14016
   0.29488 -1.17772
   0.28439 -1.21571
   0.27391 -1.25696
   0.26342 -1.29965
   0.25293 -1.34312
   0.24245 -1.38950
   0.23197 -1.43759
   0.22149 -1.49044
   0.21102 -1.54404
   0.20056 -1.60143
   0.19010 -1.65958
   0.17966 -1.72059
   0.16922 -1.78334
   0.15879 -1.85014
   0.14839 -1.92281
   0.13802 -2.00156
   0.12767 -2.08363
   0.11735 -2.17147
   0.10704 -2.26343
   0.09678 -2.36271
   0.08660 -2.47889
   0.07656 -2.61112
   0.06661 -2.75556
   0.05669 -2.92064
   0.04698 -3.10188
   0.03766 -3.32690
   0.02899 -3.57763
   0.02062 -3.87488
   0.01314 -4.31816
   0.00766 -5.09326
   0.00312 -5.72556
   0.00059 -5.78969
   0.00009 -9.96882
   0.00025 -6.43925
   0.00092 -4.60658
   0.00337 -0.91701
   0.01034  0.78319
   0.01998  0.99003
   0.03006  0.98937
   0.04034  0.94748
   0.05069  0.89967
   0.06110  0.85390
   0.07153  0.81322
   0.08198  0.77564
   0.09242  0.74258
   0.10287  0.71403
   0.11334  0.68555
   0.12378  0.66172
   0.13419  0.64167
   0.14465  0.61982
   0.15512  0.60193
   0.16561  0.58373
   0.17611  0.56814
   0.18661  0.55266
   0.19710  0.53672
   0.20759  0.52568
   0.21809  0.51269
   0.22859  0.49898
   0.23909  0.48715
   0.24959  0.47732
   0.26009  0.46746
   0.27059  0.45628
   0.28109  0.44531
   0.29159  0.43675
   0.30209  0.42892
   0.31259  0.41906
   0.32308  0.41069
   0.33358  0.40514
   0.34407  0.39288
   0.35456  0.38489
   0.36506  0.38146
   0.37556  0.37222
   0.38606  0.36470
   0.39655  0.35829
   0.40706  0.35209
   0.41756  0.34437
   0.42805  0.33745
   0.43855  0.33184
   0.44906  0.32534
   0.45955  0.31840
   0.47005  0.31220
   0.48055  0.30754
   0.49105  0.30214
   0.50155  0.29727
   0.51205  0.29040
   0.52255  0.28459
   0.53304  0.27784
   0.54354  0.27535
   0.55404  0.27171
   0.56453  0.26470
   0.57503  0.26024
   0.58553  0.25536
   0.59602  0.25002
   0.60652  0.24628
   0.61702  0.24336
   0.62751  0.23777
   0.63801  0.23120
   0.64850  0.22800
   0.65899  0.22719
   0.66948  0.21975
   0.67996  0.21615
   0.69045  0.21650
   0.70094  0.20889
   0.71144  0.20503
   0.72193  0.20232
   0.73242  0.19969
   0.74291  0.19604
   0.75340  0.19013
   0.76389  0.18907
   0.77437  0.18855
   0.78486  0.18245
   0.79534  0.18053
   0.80583  0.17912
   0.81632  0.17574
   0.82681  0.17222
   0.83729  0.17050
   0.84778  0.16931
   0.85827  0.16728
   0.86875  0.16373
   0.87924  0.16366
   0.88972  0.16228
   0.90020  0.16145
   0.91068  0.16013
   0.92117  0.15975
   0.93165  0.16017
   0.94212  0.15855
   0.95259  0.16442
   0.96306  0.15984
   0.97352  0.16812
   0.98396  0.18064
   0.99419  0.20168
   1.00000  0.25045
