   1.00000  0.22085
   0.99406  0.23507
   0.98384  0.20548
   0.97369  0.18876
   0.96331  0.17353
   0.95295  0.15977
   0.94252  0.14680
   0.93212  0.13581
   0.92170  0.12533
   0.91126  0.11638
   0.90082  0.10677
   0.89038  0.09794
   0.87994  0.08929
   0.86951  0.08065
   0.85907  0.07243
   0.84864  0.06361
   0.83820  0.05559
   0.82777  0.04781
   0.81733  0.04039
   0.80690  0.03265
   0.79647  0.02513
   0.78603  0.01755
   0.77560  0.01033
   0.76517  0.00313
   0.75474 -0.00351
   0.74430 -0.01014
   0.73387 -0.01695
   0.72344 -0.02362
   0.71301 -0.03063
   0.70258 -0.03790
   0.69214 -0.04542
   0.68171 -0.05313
   0.67128 -0.06042
   0.66085 -0.06840
   0.65042 -0.07597
   0.63998 -0.08384
   0.62955 -0.09173
   0.61912 -0.09924
   0.60868 -0.10728
   0.59825 -0.11475
   0.58781 -0.12242
   0.57737 -0.13033
   0.56693 -0.13816
   0.55649 -0.14654
   0.54605 -0.15435
   0.53560 -0.16296
   0.52516 -0.17133
   0.51471 -0.17986
   0.50426 -0.18853
   0.49381 -0.19728
   0.48336 -0.20580
   0.47291 -0.21468
   0.46245 -0.22336
   0.45200 -0.23199
   0.44154 -0.24064
   0.43107 -0.24939
   0.42061 -0.25777
   0.41014 -0.26701
   0.39967 -0.27554
   0.38920 -0.28439
   0.37873 -0.29322
   0.36825 -0.30175
   0.35778 -0.30979
   0.34730 -0.31817
   0.33682 -0.32585
   0.32633 -0.33411
   0.31585 -0.34159
   0.30536 -0.34956
   0.29488 -0.35748
   0.28439 -0.36484
   0.27391 -0.37241
   0.26342 -0.37932
   0.25293 -0.38638
   0.24245 -0.39292
   0.23197 -0.39906
   0.22149 -0.40585
   0.21102 -0.41139
   0.20056 -0.41609
   0.19010 -0.41939
   0.17966 -0.42114
   0.16922 -0.42073
   0.15879 -0.41869
   0.14839 -0.41579
   0.13802 -0.41129
   0.12767 -0.40295
   0.11735 -0.39070
   0.10704 -0.37348
   0.09678 -0.35073
   0.08660 -0.32461
   0.07656 -0.29244
   0.06661 -0.24885
   0.05669 -0.19135
   0.04698 -0.11407
   0.03766 -0.01827
   0.02899  0.10598
   0.02062  0.27552
   0.01314  0.48425
   0.00766  0.69142
   0.00312  0.94872
   0.00059  0.91214
   0.00009  0.34513
   0.00025  0.08492
   0.00092 -0.64491
   0.00337 -1.12168
   0.01034 -0.75471
   0.01998 -0.64199
   0.03006 -0.54660
   0.04034 -0.48779
   0.05069 -0.43910
   0.06110 -0.40533
   0.07153 -0.36954
   0.08198 -0.34884
   0.09242 -0.32629
   0.10287 -0.30255
   0.11334 -0.29317
   0.12378 -0.27592
   0.13419 -0.25575
   0.14465 -0.24895
   0.15512 -0.23518
   0.16561 -0.22753
   0.17611 -0.21648
   0.18661 -0.20924
   0.19710 -0.20554
   0.20759 -0.19218
   0.21809 -0.18702
   0.22859 -0.18412
   0.23909 -0.17922
   0.24959 -0.17125
   0.26009 -0.16541
   0.27059 -0.16314
   0.28109 -0.16063
   0.29159 -0.15578
   0.30209 -0.14937
   0.31259 -0.14836
   0.32308 -0.14417
   0.33358 -0.13691
   0.34407 -0.14204
   0.35456 -0.13857
   0.36506 -0.12980
   0.37556 -0.12969
   0.38606 -0.12830
   0.39655 -0.12537
   0.40706 -0.12182
   0.41756 -0.12117
   0.42805 -0.12057
   0.43855 -0.11644
   0.44906 -0.11532
   0.45955 -0.11513
   0.47005 -0.11306
   0.48055 -0.10988
   0.49105 -0.10658
   0.50155 -0.10468
   0.51205 -0.10418
   0.52255 -0.10442
   0.53304 -0.10327
   0.54354 -0.09849
   0.55404 -0.09452
   0.56453 -0.09453
   0.57503 -0.09347
   0.58553 -0.09086
   0.59602 -0.09077
   0.60652 -0.08645
   0.61702 -0.08299
   0.62751 -0.08285
   0.63801 -0.08388
   0.64850 -0.08010
   0.65899 -0.07317
   0.66948 -0.07613
   0.67996 -0.07277
   0.69045 -0.06581
   0.70094 -0.06736
   0.71144 -0.06584
   0.72193 -0.06184
   0.73242 -0.05750
   0.74291 -0.05571
   0.75340 -0.05565
   0.76389 -0.05064
   0.77437 -0.04268
   0.78486 -0.04510
   0.79534 -0.03961
   0.80583 -0.03377
   0.81632 -0.03123
   0.82681 -0.02907
   0.83729 -0.02334
   0.84778 -0.01729
   0.85827 -0.01326
   0.86875 -0.00963
   0.87924 -0.00276
   0.88972  0.00290
   0.90020  0.01009
   0.91068  0.01652
   0.92117  0.02425
   0.93165  0.03261
   0.94212  0.04032
   0.95259  0.05463
   0.96306  0.06228
   0.97352  0.08116
   0.98396  0.10742
   0.99419  0.15118
   1.00000  0.22085
