-10	0.269175
-9.8	0.263375
-9.6	0.25755
-9.4	0.251725
-9.2	0.245875
-9	0.24005
-8.8	0.234225
-8.6	0.228375
-8.4	0.22245
-8.2	0.2166
-8	0.21075
-7.8	0.204925
-7.6	0.198975
-7.4	0.193125
-7.2	0.187275
-7	0.181325
-6.8	0.17545
-6.6	0.1696
-6.4	0.16365
-6.2	0.157775
-6	0.151825
-5.8	0.14595
-5.6	0.14
-5.4	0.134025
-5.2	0.12815
-5	0.1222
-4.8	0.116325
-4.6	0.11035
-4.4	0.104375
-4.2	0.0984
-4	0.092525
-3.8	0.086575
-3.6	0.0806
-3.4	0.074625
-3.2	0.068625
-3	0.06265
-2.8	0.056675
-2.6	0.0508
-2.4	0.044825
-2.2	0.03885
-2	0.032875
-1.8	0.0268
-1.6	0.020825
-1.4	0.01485
-1.2	0.008875
-1	0.0029
-0.8	-0.0031
-0.6	-0.009075
-0.4	-0.01515
-0.2	-0.021125
0	-0.0271
0.2	-0.033075
0.4	-0.039125
0.6	-0.0451
0.8	-0.051175
1	-0.05715
1.2	-0.063125
1.4	-0.0692
1.6	-0.07515
1.8	-0.081225
2	-0.0872
2.2	-0.09325
2.4	-0.099325
2.6	-0.105275
2.8	-0.111325
3	-0.1173
3.2	-0.12335
3.4	-0.1294
3.6	-0.13545
3.8	-0.1414
4	-0.14745
4.2	-0.1535
4.4	-0.15955
4.6	-0.165575
4.8	-0.171525
5	-0.17755
5.2	-0.1836
5.4	-0.189625
5.6	-0.19565
5.8	-0.201675
6	-0.2077
6.2	-0.213725
6.4	-0.21975
6.6	-0.225775
6.8	-0.231775
7	-0.2379
7.2	-0.2439
7.4	-0.2499
7.6	-0.2559
7.8	-0.2619
8	-0.268
8.2	-0.273975
8.4	-0.279975
8.6	-0.28595
8.8	-0.292025
9	-0.298
9.2	-0.303975
9.4	-0.31005
9.6	-0.316025
9.8	-0.322075
10	-0.328025
