23	1.4935
23.0569	1.4861
23.1137	1.4788
23.1706	1.4716
23.2274	1.4644
23.2843	1.4572
23.3411	1.4501
23.398	1.4431
23.4548	1.4361
23.5117	1.4292
23.5686	1.4223
23.6254	1.4154
23.6823	1.4087
23.7391	1.4019
23.796	1.3952
23.8528	1.3886
23.9097	1.382
23.9666	1.3754
24.0234	1.3689
24.0803	1.3625
24.1371	1.3561
24.194	1.3497
24.2508	1.3434
24.3077	1.3371
24.3645	1.3309
24.4214	1.3247
24.4783	1.3185
24.5351	1.3124
24.592	1.3064
24.6488	1.3003
24.7057	1.2944
24.7625	1.2884
24.8194	1.2825
24.8763	1.2767
24.9331	1.2709
24.99	1.2651
25.0468	1.2593
25.1037	1.2536
25.1605	1.248
25.2174	1.2424
25.2742	1.2368
25.3311	1.2312
25.388	1.2257
25.4448	1.2203
25.5017	1.2148
25.5585	1.2094
25.6154	1.2041
25.6722	1.1987
25.7291	1.1934
25.786	1.1882
25.8428	1.183
25.8997	1.1778
25.9565	1.1726
26.0134	1.1675
26.0702	1.1624
26.1271	1.1574
26.1839	1.1523
26.2408	1.1474
26.2977	1.1424
26.3545	1.1375
26.4114	1.1326
26.4682	1.1277
26.5251	1.1229
26.5819	1.1181
26.6388	1.1133
26.6957	1.1086
26.7525	1.1039
26.8094	1.0992
26.8662	1.0946
26.9231	1.0899
26.9799	1.0853
27.0368	1.0808
27.0936	1.0763
27.1505	1.0718
27.2074	1.0673
27.2642	1.0628
27.3211	1.0584
27.3779	1.054
27.4348	1.0497
27.4916	1.0453
27.5485	1.041
27.6054	1.0367
27.6622	1.0325
27.7191	1.0282
27.7759	1.024
27.8328	1.0199
27.8896	1.0157
27.9465	1.0116
28.0033	1.0075
28.0602	1.0034
28.1171	0.9993
28.1739	0.9953
28.2308	0.9913
28.2876	0.9873
28.3445	0.9834
28.4013	0.9794
28.4582	0.9755
28.5151	0.9716
28.5719	0.9678
28.6288	0.9639
28.6856	0.9601
28.7425	0.9563
28.7993	0.9525
28.8562	0.9488
28.913	0.9451
28.9699	0.9414
29.0268	0.9377
29.0836	0.934
29.1405	0.9304
29.1973	0.9268
29.2542	0.9232
29.311	0.9196
29.3679	0.916
29.4247	0.9125
29.4816	0.909
29.5385	0.9055
29.5953	0.902
29.6522	0.8985
29.709	0.8951
29.7659	0.8917
29.8227	0.8883
29.8796	0.8849
29.9365	0.8816
29.9933	0.8782
30.0502	0.8749
30.107	0.8716
30.1639	0.8683
30.2207	0.865
30.2776	0.8618
30.3344	0.8586
30.3913	0.8554
30.4482	0.8522
30.505	0.849
30.5619	0.8458
30.6187	0.8427
30.6756	0.8396
30.7324	0.8365
30.7893	0.8334
30.8462	0.8303
30.903	0.8273
30.9599	0.8242
31.0167	0.8212
31.0736	0.8182
31.1304	0.8152
31.1873	0.8123
31.2441	0.8093
31.301	0.8064
31.3579	0.8034
31.4147	0.8005
31.4716	0.7977
31.5284	0.7948
31.5853	0.7919
31.6421	0.7891
31.699	0.7862
31.7559	0.7834
31.8127	0.7806
31.8696	0.7779
31.9264	0.7751
31.9833	0.7723
32.0401	0.7696
32.097	0.7669
32.1538	0.7642
32.2107	0.7615
32.2676	0.7588
32.3244	0.7561
32.3813	0.7535
32.4381	0.7508
32.495	0.7482
32.5518	0.7456
32.6087	0.743
32.6656	0.7404
32.7224	0.7378
32.7793	0.7353
32.8361	0.7327
32.893	0.7302
32.9498	0.7277
33.0067	0.7252
33.0635	0.7227
33.1204	0.7202
33.1773	0.7177
33.2341	0.7153
33.291	0.7128
33.3478	0.7104
33.4047	0.708
33.4615	0.7056
33.5184	0.7032
33.5753	0.7008
33.6321	0.6985
33.689	0.6961
33.7458	0.6938
33.8027	0.6914
33.8595	0.6891
33.9164	0.6868
33.9732	0.6845
34.0301	0.6822
34.087	0.6799
34.1438	0.6777
34.2007	0.6754
34.2575	0.6732
34.3144	0.671
34.3712	0.6687
34.4281	0.6665
34.4849	0.6643
34.5418	0.6622
34.5987	0.66
34.6555	0.6578
34.7124	0.6557
34.7692	0.6535
34.8261	0.6514
34.8829	0.6493
34.9398	0.6472
34.9967	0.6451
35.0535	0.643
35.1104	0.6409
35.1672	0.6388
35.2241	0.6368
35.2809	0.6347
35.3378	0.6327
35.3946	0.6306
35.4515	0.6286
35.5084	0.6266
35.5652	0.6246
35.6221	0.6226
35.6789	0.6206
35.7358	0.6186
35.7926	0.6167
35.8495	0.6147
35.9064	0.6128
35.9632	0.6108
36.0201	0.6089
36.0769	0.607
36.1338	0.6051
36.1906	0.6032
36.2475	0.6013
36.3043	0.5994
36.3612	0.5975
36.4181	0.5957
36.4749	0.5938
36.5318	0.592
36.5886	0.5901
36.6455	0.5883
36.7023	0.5865
36.7592	0.5847
36.8161	0.5829
36.8729	0.5811
36.9298	0.5793
36.9866	0.5775
37.0435	0.5757
37.1003	0.574
37.1572	0.5722
37.214	0.5705
37.2709	0.5687
37.3278	0.567
37.3846	0.5653
37.4415	0.5636
37.4983	0.5619
37.5552	0.5602
37.612	0.5585
37.6689	0.5568
37.7258	0.5551
37.7826	0.5534
37.8395	0.5518
37.8963	0.5501
37.9532	0.5485
38.01	0.5468
38.0669	0.5452
38.1237	0.5436
38.1806	0.542
38.2375	0.5403
38.2943	0.5387
38.3512	0.5371
38.408	0.5356
38.4649	0.534
38.5217	0.5324
38.5786	0.5308
38.6355	0.5293
38.6923	0.5277
38.7492	0.5262
38.806	0.5246
38.8629	0.5231
38.9197	0.5216
38.9766	0.52
39.0334	0.5185
39.0903	0.517
39.1472	0.5155
39.204	0.514
39.2609	0.5125
39.3177	0.5111
39.3746	0.5096
39.4314	0.5081
39.4883	0.5067
39.5452	0.5052
39.602	0.5038
39.6589	0.5023
39.7157	0.5009
39.7726	0.4994
39.8294	0.498
39.8863	0.4966
39.9431	0.4952
40	0.4938
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
23	2.4336
23.0569	2.4216
23.1137	2.4097
