          -11        -0.4140573  
          -10        -0.3940302  
           -9        -0.3801871  
           -8        -0.3698749  
           -6        -0.2351247  
           -5        -0.1349081  
           -4       -0.03103212  
           -3        0.07925345  
           -2         0.1897869  
           -1         0.2995842  
            0          0.408476  
            1          0.515611  
            2         0.6222496  
            3         0.7261398  
            4         0.8278177  
            5         0.9292208  
            6          1.029208  
            7          1.130426  
            8          1.226331  
            9          1.318421  
           10          1.405882  
           11          1.486659  
           12          1.537188  
           13          1.548372  
           14          1.536443  
           15          1.501388  

