 15.000   2.0733 
 14.000   1.9518 
 13.000   1.8297 
 12.000   1.7071 
 11.000   1.5839 
 10.000   1.4602 
  9.000   1.3361 
  8.000   1.2116 
  7.000   1.0868 
  6.000   0.9616 
  5.000   0.8361 
  4.000   0.7103 
  3.000   0.5843 
  2.000   0.4582 
  1.000   0.3319 
  0.000   0.2055 
 -1.000   0.0791 
 -2.000  -0.0474 
 -3.000  -0.1739 
 -4.000  -0.3003 
 -5.000  -0.4266 
 -6.000  -0.5528 
 -7.000  -0.6788 
 -8.000  -0.8046 
 -9.000  -0.9302 
-10.000  -1.0555 
-11.000  -1.1804 
-12.000  -1.3050 
-13.000  -1.4292 
-14.000  -1.5530 
-15.000  -1.6763 

