          -12        -0.4209091  
          -11        -0.4010621  
          -10        -0.3830465  
           -9        -0.3697832  
           -3        0.07602185  
           -2          0.187857  
           -1         0.2993428  
            0         0.4096368  
            1         0.5178262  
            2         0.6234093  
            3         0.7276331  
            4         0.8327595  
            5         0.9399842  
            6          1.046172  
            7          1.148176  
            8            1.2495  
            9          1.349377  
           10          1.445679  
           11          1.532441  
           12          1.611109  
           13          1.662539  
           14          1.685049  
           15          1.705978  
           16          1.723478  
           17          1.730066  
           18          1.715256  
           19          1.668878  
           20          1.512107  

