   0.000   0.2050 
   1.000   0.3020 
   2.000   0.4008 
   3.000   0.5007 
   4.000   0.6009 
   5.000   0.7008 
   6.000   0.8001 
   6.500   0.8485 
   7.000   0.8965 
   7.500   0.9442 
   8.000   0.9904 
   8.500   1.0352 
   9.000   1.0792 
   9.500   1.1173 
  10.000   1.1534 
  11.000   1.2033 
  11.500   1.2066 
  12.500   1.1837 
  13.000   1.1711 

