   9.9871651e-01  -7.0237441e-04  -1.3908283e-04  -8.4145724e-04  -0.0000000e+00
   9.9486932e-01  -1.3489688e-03  -2.6875469e-04  -1.6177235e-03  -0.0000000e+00
   9.8846832e-01  -1.9190954e-03  -3.8636679e-04  -2.3054622e-03  -0.0000000e+00
   9.7952994e-01  -2.4082500e-03  -4.9227322e-04  -2.9005232e-03  -0.0000000e+00
   9.6807712e-01  -2.8190465e-03  -5.8806557e-04  -3.4071121e-03  -0.0000000e+00
   9.5413926e-01  -3.1570172e-03  -6.7581576e-04  -3.8328330e-03  -0.0000000e+00
   9.3775213e-01  -3.4280203e-03  -7.5759079e-04  -4.1856111e-03  -0.0000000e+00
   9.1895781e-01  -3.6368543e-03  -8.3524121e-04  -4.4720955e-03  -0.0000000e+00
   8.9780454e-01  -3.7868076e-03  -9.1029453e-04  -4.6971021e-03  -0.0000000e+00
   8.7434662e-01  -3.8794344e-03  -9.8395241e-04  -4.8633868e-03  -0.0000000e+00
   8.4864426e-01  -3.9149167e-03  -1.0571037e-03  -4.9720204e-03  -0.0000000e+00
   8.2076344e-01  -3.8921504e-03  -1.1303764e-03  -5.0225268e-03  -0.0000000e+00
   7.9077574e-01  -3.8093547e-03  -1.2041684e-03  -5.0135231e-03  -0.0000000e+00
   7.5875812e-01  -3.6641231e-03  -1.2787008e-03  -4.9428239e-03  -0.0000000e+00
   7.2479279e-01  -3.4541126e-03  -1.3540364e-03  -4.8081489e-03  -0.0000000e+00
   6.8896692e-01  -3.1769489e-03  -1.4301237e-03  -4.6070726e-03  -0.0000000e+00
   6.5137248e-01  -2.8309941e-03  -1.5067988e-03  -4.3377928e-03  -0.0000000e+00
   6.1210598e-01  -2.4150671e-03  -1.5838227e-03  -3.9988898e-03  -0.0000000e+00
   5.7126822e-01  -1.9293568e-03  -1.6608667e-03  -3.5902235e-03  -0.0000000e+00
   5.2896401e-01  -1.3749187e-03  -1.7375496e-03  -3.1124683e-03  -0.0000000e+00
   4.8530196e-01  -7.5485641e-04  -1.8134046e-03  -2.5682610e-03  -0.0000000e+00
   4.4039415e-01  -7.3523289e-05  -1.8879221e-03  -1.9614453e-03  -0.0000000e+00
   3.9435586e-01   6.6179930e-04  -1.9604922e-03  -1.2986929e-03  -0.0000000e+00
   3.4730525e-01   1.4421325e-03  -2.0304609e-03  -5.8832845e-04  -0.0000000e+00
   2.9936312e-01   2.2541274e-03  -2.0970292e-03   1.5709813e-04  -0.0000000e+00
   2.5065253e-01   3.0819896e-03  -2.1593341e-03   9.2265555e-04  -0.0000000e+00
   2.0129852e-01   3.9024677e-03  -2.2162524e-03   1.6862153e-03  -0.0000000e+00
   1.5142778e-01   4.6879711e-03  -2.2665272e-03   2.4214439e-03  -0.0000000e+00
   1.0116832e-01   5.3940009e-03  -2.3082696e-03   3.0857313e-03  -0.0000000e+00
   5.0649169e-02   5.9637070e-03  -2.3391399e-03   3.6245671e-03  -0.0000000e+00
   0.0000000e+00   6.2597597e-03  -2.3536441e-03   3.9061156e-03  -0.0000000e+00
